name,price,url,destination,duration,aHref,hrefTags,hotel,flight,category,caption
Nabji Viewpoint,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbz_fXx9RqCfG1n4QS02oco3gBgpw-ejXRe76c0Mz0tzhzJLCPMPW29Mbz6xexSdi8NlT1-x3-ATwtSiooy2e6F9G4J-y6BeeXIlcqA8tj1GGapHiYJbux2ZjYON9HyjdFXRiJJhzuMfvnLEFN2fSonaRtTgrvaxaUVX-D6MJnmYxrw&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Nabji Viewpoint tourist attraction point of interest establishment
Ludrong Memorial Garden,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJasoUEpjBAfH0AsHFNXzbwMhHmxvYblZvplQAgLLKG22NlumPUB3fQwbEm_kFE-3Iw-4ePDR-rlhCt5RsJ811OBRoPkac-SU3g5UFKtL3uncJZry8sc_EdrMONoKBi9KWgtsW3uptMJUEtoJ0QhtwdrQiNf-TnYB8XpvV8BGRBJMGdF&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Ludrong Memorial Garden tourist attraction park point of interest establishment
Punakha Suspension Bridge,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbRSRURhxlpqQprniJ-3SONNP1Q7tO5bUqlS13mn2gk1CcqULRKySXvR9KfkBhbW0lC_dzblyTCTo6fgXMLa63yI5KAFcadZyPwBeSm_qnHA9ZSeWRAqdiw0dyv-p9oRb7JlxVGTCjXIilOQt3Fxd0JVQMxt0TfFzBv241jHLs5KHBh&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Punakha Suspension Bridge tourist attraction point of interest establishment
Mwnabill Picnic way 3 ali,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYaBhy8billiFAgRPqA1sPSXrcprRHnH1CJrBSAxWV1HPo5DbJY0cl5Myq88V8t8NeWBaEI_wzZw0SnW7P46qASmtJtav5AmxBFwX33YA3rCJebbE_3iNfHa_hEIoY-E-QSqAM9UFmmmqi3mX4TlfZv3vHM69v8ID8N4tHKU4gF-px1&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Mwnabill Picnic way 3 ali tourist attraction point of interest establishment
Semtokha Dzong སེམས་རྟོགས་ཁ་རྫོང་།,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaMIZxqrc0IiWcmeRaKkTng6dFE6w5yfqJY4mXH_jxKUeT7RsIpTOw0jYXwtZU8M6kH03eBoLIE6PKlynz3dhk98LzJYq6Vxl82PQJ2gaq7tKWkImt3qYdlKbWaQ0-RXLCPCWEyQ8S07rLe1EGcDou8ivpI4SnNMJJTDltzU_8A_r78&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Semtokha Dzong སེམས་རྟོགས་ཁ་རྫོང་། tourist attraction point of interest establishment
Drukgyel Dzong འབྲུག་རྒྱལ་རྫོང་།,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbwAofW2g9gx1OC57UwbyKGW9CFELcC0DGIPk2B8PKVBbQBosuzVtGJmAMlH8ln3PfPhCZky-Jx0fXgHypR2oaAS5NKhzFNT2IoqWn2iqYqWkOtDAbMpMU1smrW-aY6Yq-6I0WXJDcIKaqRgaS-t02jU3CgGMc5WGGGvLUbOKKzGJ9w&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Drukgyel Dzong འབྲུག་རྒྱལ་རྫོང་། tourist attraction point of interest establishment
Baghbar Hill,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZZnyFr7vI3KdudAkpOluwMEqpxQ9SbJjgjKunbxwxhcDjhoABtyiAJ1Juh0r8-He3R4JlUUJcFnGR7MXQkNucIikdQpSfFNkPoPFOop_DUo8X-1GdPEpkn5gryMmtx0Mq352N2rf25kM2IHPiVf4A6-NPFVfGgOZAZHO6TuzgKUe8S&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Baghbar Hill tourist attraction point of interest establishment
Mwnabill Picnic Area,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZF27hCC5iW6oTzXj_UPuVKoAbbbmT-t5_i48FxFIey9QmWWMpgMfR6robKryCd3oOaztsCApoCi9bixDf3ZU3o6XTLrz-m1FC5eYKGolpjTlQFBAh6AIVqF_rbwQTCCS_dpcn7RpVx2BTpWv5cCdfR0CO5B7SLfDEvFgAEf96SUnPL&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Mwnabill Picnic Area tourist attraction point of interest establishment
Bubja Waterfall,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZiqgaAjepqKLd_2geP0EZfKWKGGt_kzdE8d0FNO-H1uw_sMWFe3oYCdp8ufVc3CTzZVe2hgFbHaYiWFwr6a3hsO4gcFtdHq6cLAgOxamOZ1XfcJp4Pt-SiPIcRMGKnLwv7iumivi4uvnbqM6zXslmkm8_sB2EyK2FBFRBcEejgMe9H&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Bubja Waterfall tourist attraction point of interest establishment
Trashigang Dzong,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbJeK_FKUKD7jhpS9F6NrFAmwRKcXVFNEB_UpzngHigIuCTe7Tuu6G7dfC6kLVsEpDmL7FsOtwLwHJGXYRqpH9PeHTFxrEMFLsE6caCjB5TPil0hqLAFz78SozjaI1QVSf22ToJpHvvrbOO-g4VxLGWCT8J_5AtFl7YPF4SMN498-oG&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Trashigang Dzong place of worship tourist attraction point of interest establishment
Raimona National Park,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZu_IlwkH_aUAWNaZ3MHXKCeH5xayWMeo8_z09bEFMdWNwEWMtc9BK2_JeSlFpdOU6TMZs0ciM6ruu348BG7l2OdiuicxlPo00PoGyaF4qL-NKfOJE6a1Ol8UzM7Sn3sFHRhZ8gmS4dn7CF5HWsWZw-pZIhIf3d_4J1_no3MVocwUfY&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Raimona National Park tourist attraction point of interest establishment
Baghpara Eco Tourism Village,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbHDoILRVoz2DuKhoeuFM2bJAFyCSiu6AO6ivJwB9ogY8RK43YKa_lOC8tDAvLNY2UpLciGAk1Bxwvk_r_qQ_Od22B7byA-eE8vr4b5Q3tiUfZogjDMPgIeirEj-bVTVZs0Og0056WJTvDikyFA34JBX4mknqotaMYgwKEiwPOx5n4M&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Baghpara Eco Tourism Village tourist attraction point of interest establishment
Valleys Of Bhutan,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJb0-b4YurZj-DFIs-hGpf8F3f8QeV8W-DZwhEIhiPYfwPJd2CZZRobn0xyTDM82zI-u7YIZJJOqvsQ-WiXcUJ8RdCTIDFqLy_M85SCexiiL2RU7Z2nYTK8d1e4U72hix_2qGKT2pq9SBu37TlwIlG_R75HwrRYa2tvhkYcG-1Kyqadt&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Valleys Of Bhutan tourist attraction point of interest establishment
Pasakha picnic spot,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZn--dBRbcN9mzZBRucwEXVFpQuFJpDO0xzKZNQBpmD6coE8XCk2SwkPwT4eIfvMQcvWcnTQKZIXqtBOO-aiM71i4KBTaHFMg1LKcflDb6x_xiUjVGIN0eWrCwCCPwInKNhHT2XoFy8OTuDXRUyZWqYisUoyWTVvIEkuOHNtkUJwv7s&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Pasakha picnic spot tourist attraction point of interest establishment
Simply Bhutan,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJa3cawqzjGGLqApOsMMBn1Ct7ZjyWX7fAMCEuyA_TTmuKIuTCcFfPRUQdFFX0c2St_qgYzZoeODpNZkegNvdOU4JnSkiUh9_HSLXJuZc2j2HRtOl-vkY05QkzbAnLpPLiKIellDiMq-sKWN0-LHk90XpVR28NlQSukZoSPSkx0BltEO&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Simply Bhutan tourist attraction museum point of interest establishment
LUNANA VILLAGE,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJY4DYvAcU5Ve2PzOz4hmCQ0ekW8g2QJGpb45vAGyo57ARGZvfNNk5B94_RaLOELcK9va4s87EDasZwUbAfjwjG7lBXiALCn5VAjHq0918PwJkqIyVM6eSCUEjOs2x0L0bi-M58Or57T2WuCKsHgs6GnnE3r1Zk6RxTsyeYgscRPM2mJ&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,LUNANA VILLAGE tourist attraction point of interest establishment
Phobjikha View Point Chorten,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJadCOZeAfWQcWBALGKdAeAJyipqle8wUMilWW1IN7Ms2A5nRtqvnED4imOwVcZtai7cnbiOGe3t9yiioVgjVZWG2fmigPq6XGyIXeJjUFn4B7N4z9HU5bAQKE4K5f6wH8CAVaW0bPO1ZsKPQRvqFlfVnV3qJidgpFdUsVyI5c-rcFrQ&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Phobjikha View Point Chorten tourist attraction point of interest establishment
Kalamati,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJY0udN6CTGgdoJJGoKNJokxaZ8aOC080d2MiPRzpsUfa8UvQmJ9vRPJT3SlDcmEdybUyJNSkwUfKL_8ZXQ6rA-e3gQ9Fawqaa7oi-QcqN_yJVjDWBMlUcGN1-RyEr7PQrKZ5gcsvUg_85coaVoajdgS7_ZZgpDy7PwxkKhpvV959Yz4&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Kalamati tourist attraction point of interest establishment
Jayanti Picnic Spot,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYolGOARE4ek9FX867caMCwoOAC1ebGKyF8kY5p16uqdJbgYlfZ2rwWXvcPQWwKv9uxHDe8IKsZC4iZUudMaivct2wvHeUBFruGLXf8uIhhWRT7PknJp_vnciizFOidP9bSGPMwioob_-oZMElOWNLtG_4lTcjW-1zM8WlQSLcMviwm&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Jayanti Picnic Spot tourist attraction point of interest establishment
Panga Teng Tso lake,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJavAd9KAJQrWHocqhJMaOg1oQRq7t68tbcDOFX2lY9ZFA5r1M4ZBrGTrF3wK2avi1XZXF7SAeR14v7u2MOCjTMLllXBa9b2j5R4dDC9-NL2FfFwJYC6hNt5nRUTWXrrHzsfFXkHSvnTmQjO2rKsPYadY-oed0ZIyqAbNJYZH_xNwPlT&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Panga Teng Tso lake tourist attraction point of interest establishment
Nabji Viewpoint,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbz_fXx9RqCfG1n4QS02oco3gBgpw-ejXRe76c0Mz0tzhzJLCPMPW29Mbz6xexSdi8NlT1-x3-ATwtSiooy2e6F9G4J-y6BeeXIlcqA8tj1GGapHiYJbux2ZjYON9HyjdFXRiJJhzuMfvnLEFN2fSonaRtTgrvaxaUVX-D6MJnmYxrw&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Nabji Viewpoint tourist attraction point of interest establishment
Ludrong Memorial Garden,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJasoUEpjBAfH0AsHFNXzbwMhHmxvYblZvplQAgLLKG22NlumPUB3fQwbEm_kFE-3Iw-4ePDR-rlhCt5RsJ811OBRoPkac-SU3g5UFKtL3uncJZry8sc_EdrMONoKBi9KWgtsW3uptMJUEtoJ0QhtwdrQiNf-TnYB8XpvV8BGRBJMGdF&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Ludrong Memorial Garden tourist attraction park point of interest establishment
Punakha Suspension Bridge,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbRSRURhxlpqQprniJ-3SONNP1Q7tO5bUqlS13mn2gk1CcqULRKySXvR9KfkBhbW0lC_dzblyTCTo6fgXMLa63yI5KAFcadZyPwBeSm_qnHA9ZSeWRAqdiw0dyv-p9oRb7JlxVGTCjXIilOQt3Fxd0JVQMxt0TfFzBv241jHLs5KHBh&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Punakha Suspension Bridge tourist attraction point of interest establishment
Mwnabill Picnic way 3 ali,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYaBhy8billiFAgRPqA1sPSXrcprRHnH1CJrBSAxWV1HPo5DbJY0cl5Myq88V8t8NeWBaEI_wzZw0SnW7P46qASmtJtav5AmxBFwX33YA3rCJebbE_3iNfHa_hEIoY-E-QSqAM9UFmmmqi3mX4TlfZv3vHM69v8ID8N4tHKU4gF-px1&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Mwnabill Picnic way 3 ali tourist attraction point of interest establishment
Semtokha Dzong སེམས་རྟོགས་ཁ་རྫོང་།,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaMIZxqrc0IiWcmeRaKkTng6dFE6w5yfqJY4mXH_jxKUeT7RsIpTOw0jYXwtZU8M6kH03eBoLIE6PKlynz3dhk98LzJYq6Vxl82PQJ2gaq7tKWkImt3qYdlKbWaQ0-RXLCPCWEyQ8S07rLe1EGcDou8ivpI4SnNMJJTDltzU_8A_r78&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Semtokha Dzong སེམས་རྟོགས་ཁ་རྫོང་། tourist attraction point of interest establishment
Drukgyel Dzong འབྲུག་རྒྱལ་རྫོང་།,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbwAofW2g9gx1OC57UwbyKGW9CFELcC0DGIPk2B8PKVBbQBosuzVtGJmAMlH8ln3PfPhCZky-Jx0fXgHypR2oaAS5NKhzFNT2IoqWn2iqYqWkOtDAbMpMU1smrW-aY6Yq-6I0WXJDcIKaqRgaS-t02jU3CgGMc5WGGGvLUbOKKzGJ9w&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Drukgyel Dzong འབྲུག་རྒྱལ་རྫོང་། tourist attraction point of interest establishment
Baghbar Hill,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZZnyFr7vI3KdudAkpOluwMEqpxQ9SbJjgjKunbxwxhcDjhoABtyiAJ1Juh0r8-He3R4JlUUJcFnGR7MXQkNucIikdQpSfFNkPoPFOop_DUo8X-1GdPEpkn5gryMmtx0Mq352N2rf25kM2IHPiVf4A6-NPFVfGgOZAZHO6TuzgKUe8S&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Baghbar Hill tourist attraction point of interest establishment
Mwnabill Picnic Area,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZF27hCC5iW6oTzXj_UPuVKoAbbbmT-t5_i48FxFIey9QmWWMpgMfR6robKryCd3oOaztsCApoCi9bixDf3ZU3o6XTLrz-m1FC5eYKGolpjTlQFBAh6AIVqF_rbwQTCCS_dpcn7RpVx2BTpWv5cCdfR0CO5B7SLfDEvFgAEf96SUnPL&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Mwnabill Picnic Area tourist attraction point of interest establishment
Bubja Waterfall,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZiqgaAjepqKLd_2geP0EZfKWKGGt_kzdE8d0FNO-H1uw_sMWFe3oYCdp8ufVc3CTzZVe2hgFbHaYiWFwr6a3hsO4gcFtdHq6cLAgOxamOZ1XfcJp4Pt-SiPIcRMGKnLwv7iumivi4uvnbqM6zXslmkm8_sB2EyK2FBFRBcEejgMe9H&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Bubja Waterfall tourist attraction point of interest establishment
Trashigang Dzong,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbJeK_FKUKD7jhpS9F6NrFAmwRKcXVFNEB_UpzngHigIuCTe7Tuu6G7dfC6kLVsEpDmL7FsOtwLwHJGXYRqpH9PeHTFxrEMFLsE6caCjB5TPil0hqLAFz78SozjaI1QVSf22ToJpHvvrbOO-g4VxLGWCT8J_5AtFl7YPF4SMN498-oG&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Trashigang Dzong place of worship tourist attraction point of interest establishment
Raimona National Park,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZu_IlwkH_aUAWNaZ3MHXKCeH5xayWMeo8_z09bEFMdWNwEWMtc9BK2_JeSlFpdOU6TMZs0ciM6ruu348BG7l2OdiuicxlPo00PoGyaF4qL-NKfOJE6a1Ol8UzM7Sn3sFHRhZ8gmS4dn7CF5HWsWZw-pZIhIf3d_4J1_no3MVocwUfY&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Raimona National Park tourist attraction point of interest establishment
Baghpara Eco Tourism Village,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbHDoILRVoz2DuKhoeuFM2bJAFyCSiu6AO6ivJwB9ogY8RK43YKa_lOC8tDAvLNY2UpLciGAk1Bxwvk_r_qQ_Od22B7byA-eE8vr4b5Q3tiUfZogjDMPgIeirEj-bVTVZs0Og0056WJTvDikyFA34JBX4mknqotaMYgwKEiwPOx5n4M&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Baghpara Eco Tourism Village tourist attraction point of interest establishment
Valleys Of Bhutan,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJb0-b4YurZj-DFIs-hGpf8F3f8QeV8W-DZwhEIhiPYfwPJd2CZZRobn0xyTDM82zI-u7YIZJJOqvsQ-WiXcUJ8RdCTIDFqLy_M85SCexiiL2RU7Z2nYTK8d1e4U72hix_2qGKT2pq9SBu37TlwIlG_R75HwrRYa2tvhkYcG-1Kyqadt&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Valleys Of Bhutan tourist attraction point of interest establishment
"Sacred Kingdom Travel, Bhutan",,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYrBtchCRhchPny9TpDIRIIjwjJtTojMVjztw3g0UuDXNuTI5BMwiI8YZz0IXIYqCQL4-TnhpHT4vKJf7nAsAdrM0gFKqAEyDZuM0aENALWqs4PVOF_ixjBbn2CbptzuR0nBfObnTdyIU9Lm_t_OJaYSv-eIeaGI2pb1AGiijOs5V5P&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,"Sacred Kingdom Travel, Bhutan tourist attraction point of interest establishment"
Karbandi Monastery,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZwXDLUmvRhuBMNpKaQ1_XsaDKTe8NP1jQo8MkEl5NdbBhlQSqU9T_MfRLbEuH36WJ_dqPQH3PiCo15j00WLu7tei3Z_Ci_oeuNaPUOmdE5E3qJrUO5Bh5STODrEDmOwGpbMdTPvf1BZLc-6sCOY2TICK2slW6O1p54Pqg5YNiIakgL&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Karbandi Monastery tourist attraction place of worship point of interest establishment
Buddha Dordenma Statue སྟོན་པ་རྡོར་གདན་མ།,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJa6q_H432EmDojQ3biap-hgVj9bP51JA6YbBNmltgEXgm_ufcqvdqBrLZ_r5KBH-GNs5QPRp8B0xku17_O5EW1xLAQaazGQmaY2v-kJCTOaLelw4BTY3da7IqOMI_wRBkli9DkIXjWa1aRxGWzODy9NHegGh3EgESkqqYtkNpxjUQVH&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Buddha Dordenma Statue སྟོན་པ་རྡོར་གདན་མ། tourist attraction place of worship point of interest establishment
Mukalmua Brahmaputra tourist hub,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJa2ejzDzPiH8AA_DwBoCwMIcU8q0zfPWNwIyj4a0Uur5kEVx8PfTTqorN85lXzp-EqVfb3Us8-ksyVL-JOxJJD0i-mAnXSGyUlM976-2F5YnfXxlXwN4QNobMwpNjPYkg3oZvhBEEEDXnM2X2-ek57076mkJGoXradmycIq7r3gJon_&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Mukalmua Brahmaputra tourist hub tourist attraction point of interest establishment
Nijira Eco tourism picnic spot,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZh8pJlIKDRen777QzVSmSp3CwBHKa0Tu4yWG7e-Z1UkwTXknwBxSEgEfFHL6QRo0x_75SoELMk4K1odZTAZeEZp6iOI8AxRrRC5ys00BvgMYGDoasC1oHsxmcj1RXpetQaoSWmPYSrF8pgQTlRHYpZ8KRQEgZiZvqMY3EJN_21r67R&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Nijira Eco tourism picnic spot tourist attraction point of interest establishment
Urpad Beel Tourists Attraction,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaKAyDXgM-xQU_HkqNt63jM8s7Aupx9wHrU1BTo-g3zCd_eansdC4HuvCcmOijyHdICseTinJMyXAROznSe-LIRR7K2FtW_s67AS9fC7StH8EvzERPJCH_6unFQzaGojt0iKAAmajOWLq7tOgfNgnVlkZpxrdDVdsSHraNo2CWmeY95&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Urpad Beel Tourists Attraction tourist attraction point of interest establishment
Gangtey Nature Trail,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZ4nz6te5BiqTNFOwV1-ZHd8Kazz21rbY3XFEWG0DScro8KQO55qlGYVBBj9h5sH9dN46CRRvXDzQwZIxKvBlvF7J6nPiQntAa8rpmNC9qVqewH4Sl5Rg9k-5BMrZX_3Y_K2U3jb6CyxFZo9PfSl6rwozya5WjEupQlbFubEOX4ehJM&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Gangtey Nature Trail tourist attraction point of interest establishment
Natural Fountain,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaB0UO69hKYoLZDaynnGeTE2O3kSXaNiIiCYMbauO6Y7yiVN31sc3hFQTZE4Gnn12F7Nh6K9H429wao6Ksanlrf-nY1Ox14q2nXYcLKptDl1cdSXh4Dc1TMHMInFKeQmPoA8FyIjtDi76KpbNH8B6Zzmo9QmErqVezhl5VtVfkZaID_&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Natural Fountain tourist attraction point of interest establishment
Shingmar Pong,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaNT0A4FRFfSLLDCb3tY7xBPQomEgAI-qU9Req-oNmNtX4IYbkRvhBSNI9Yn6WCP6BPDwjtmPzdFMSL-XuNJpSyhDTI45kRjR6AlIkdEOJMfg7sLG6Kgozz6oaSAvfZVBR3E2mN3N_sD1g1NE6Yjcs-VWbEpmrWi33KfnMtn0rbqgd_&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Shingmar Pong tourist attraction point of interest establishment
Manas Chowki Eco Tourism Society,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbMfZIEntnj2iH6ZitImAXdPXqPuE_4aVKWEc8VmijCpPxES5dt9zJXu7lvjA0vc06OWzHih-KjqQlu58mYTSaYdGLJsRSHxNfeeyVnKqyU8jJGOJo5DPhuOBQES-zsn2LCxtk_syH8rIJ7Vud9dzglZOfJix7z-lN8zi_28W2eel3A&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Manas Chowki Eco Tourism Society tourist attraction point of interest establishment
Rukha,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbj5R2yeNYn-_hYGiXVm87Neio7sionh0Hofzqw70kIwBhr4TOF4_HK6VIbTGccnQy1d89w_Nq4EG7AK24aGC5v-UHyusA51ENx3ia9PInUpAwh3FjyM8auFy8hQYYsDEnBW7Rc9E8-ycglS7l8V7Oj-ZRQ-01-Yg4sh-kYDXLb7gX9&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Rukha tourist attraction point of interest establishment
Baman Waterfall,,,,,,,,,,Baman Waterfall tourist attraction point of interest establishment
Trong Heritage Village,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbBswtPrJp_VO2kIy00BruXJTixgYCuVHHmkmU6NkdaB84AChBQtyb73L4xj-3Px_aNjy9AM2V_c2TvX-c9wgmSneR7lkIlTHQYPDP5C_tUqXiI8fsomfnfEHIzJwHFIc-7V6GEyZlIacsc25g6KLy5wX-PLxwL6yz8cZdEnHRFtD5G&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Trong Heritage Village tourist attraction point of interest establishment
KT Resting place Trongsa,,,,,,,,,,KT Resting place Trongsa tourist attraction point of interest establishment
Aie River Tourist Spot,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbZs_T_mJzIp4Kuj5mXxqHTTd0NgmiBWoKbchJUYTBydsXmL3kWSmrO-nVbUjYZRTcGk9syOvmSUf06HBzsRUc70ynaS1fWtYUzF-7Cbuu0995p22VMANjw3A4q1bJAPPJKxvstgH9gMzgvF9qFhwxj44lCh4OGQrxsUpZNXq6IHO3t&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Aie River Tourist Spot tourist attraction point of interest establishment
Lungsigang,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYbt_Hi1v6vRUqee1oTldEafW8hmQbGXGaNsKW1w2Yzz4kBnLGkz0jRDx8poCCOpoC7JveTlWX0Mr7VSyNB_5uDHxm_W2x2vmcWNvltI7ZiM4SJb-HnZPEQBmKMOSt-MwwOoDGLbqVLu6fLVb1DCI7TCNqBe7UPSAX96wQih3zobX4&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Lungsigang tourist attraction point of interest establishment
Hot Stone Bath,,,,,,,,,,Hot Stone Bath tourist attraction point of interest establishment
Sela Lake,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJY0GTWfjEnY80tsvWqF41aot87J__7ELk7TR-FdgDdGv0RUcBO9iFLfzya2CSHGzkxIJYv2BNaG4NmMWF8MOs5R2Bfrg9l_sOmPeyqatzjh3i1EKnUdW2jzI7a8bYReB28DyFlWSvcKgjxv1q0Wf635fZg3APIY9fQ67n7Qr5KsRWPP&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Sela Lake tourist attraction point of interest establishment
Chimi Lhakhang,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJb1kDdub3wjpqLhWgl5C3w_Qi1ieWfOfutZoIEmMwUVbUbWeLHesd23rMH83Ao_JQq-tnP5i3WifN8mHFVOU10KpMtSh04cVmASYSjrCiDQUyARfRh9aCz7Gi4X9QEHRHNqBurkH8f6YrZUyN0bpw49woWTO_HLm-dRldnbcO_rOKQK&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,Chimi Lhakhang tourist attraction place of worship point of interest establishment
JANGCHUBLING DZONG,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbM5ivtZBOdMBVY7nSnHPgdoK4umw5xnbQwfcAGI91RmG9-H7xVV0DVVLhinZ_MPp5qhyXgo5MaoogHKMT4f1G8grLubp1ihux2CuSuZ4X0sDOt5W7RDolmNn9hjGtPGL7JM0BulIciM2sCYnfeB46Vd8JxKdDsF0xp9NpMBf6INKnM&key=%PLACES_API_KEY%&maxwidth=1024,,,,,,,,JANGCHUBLING DZONG tourist attraction point of interest establishment
